UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
42	10
18	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	3
17	10
611	771
40	29
5	3
20	22
462	110
23	2
8	0
74	7
60	6
11	1
76	1
14	0
0	2
0	1
0	4352
0	3164
177	379
0	35
19	207
0	0
0	0
88	392
1672	594
0	211
0	18
2	0
0	0
0	1321
0	0
0	0
0	0
88	34
0	81
0	81
0	0
0	0
36	495
0	20
14	1
0	420
3	20
0	0
0	2
1	2
1	0
0	22
0	49
0	18
0	15
0	17
0	17
4	61
0	15
0	57
0	17
0	16
0	15
0	12
0	11
0	11
0	5
0	6
0	2
0	3
0	18
0	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
35	191
415	272
42	2442
8	192
4	2274
2	51
0	2228
0	173
2	231
0	0
0	0
0	0
0	0
0	0
231	1344
0	750
11	1048
16	391
0	558
0	0
0	0
0	0
0	0
0	840
0	809
0	671
0	613
0	282
0	62
0	189
1	104
0	116
0	35
1	37
1	1
2	3
1	11
0	10
0	10
0	11
0	9
0	0
0	1
0	9
0	9
0	6
0	1
0	2
0	3
1	1
0	0
0	45
0	46
0	10
0	0
0	0
0	0
0	1
0	0
1	346
0	459
25	459
0	235
2	68
0	25
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	1026
0	2030
2	1980
2	1841
6	1279
0	1690
0	223
2	18
0	114
2	483
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
59	1
1020	10163
15	8407
19	5178
6	2
0	0
0	0
13	1354
6	1382
1	885
1	81
0	103
0	1076
0	267
0	5775
6	1685
17	178
2364	5956
21	1634
0	328
0	433
4	815
1	571
0	2
0	3
0	0
0	2
0	2
0	2
0	3
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
3	11
0	0
0	0
0	0
0	0
0	101
2339	322
3	3
3	32
1	127
2	32
3	68
0	143
0	143
0	131
0	103
0	104
0	97
0	85
0	68
0	23
0	66
0	67
0	45
0	31
0	75
0	19
0	68
0	9
0	35
0	23
0	0
0	11
0	17
1	12
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	367
1	359
0	219
0	129
0	87
1	88
28	56
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	81
0	82
0	81
3	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	393
0	50
0	309
0	336
0	343
9	346
0	6
0	39
0	404
11	340
1	74
0	0
0	0
0	0
0	0
0	169
0	195
0	204
1	188
0	186
2	194
0	16
0	7
0	153
0	0
0	23
0	215
0	0
2	215
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4
0	3
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	124
0	153
5	91
0	30
0	30
6	31
15	2738
0	638
63	1705
7	619
0	500
0	3493
0	925
0	3625
0	4054
1	1457
0	102
0	191
24	3456
0	1113
0	132
0	603
13	1219
0	661
0	11008
2	1186
0	1034
7	1631
0	1994
0	12291
0	10697
0	598
0	904
0	991
0	881
0	977
1	95
0	1285
1	1280
0	837
0	1073
0	927
0	1274
0	1742
0	1233
3	994
0	11002
4	1478
1	1348
0	1067
0	1222
1	1651
0	9980
0	10070
0	1406
0	9874
0	1620
0	6238
0	3556
5	181
0	679
0	64
3	42
101	10500
14	11514
5	3547
0	7400
8	10606
18	10193
7	2508
0	6306
3	2716
0	6334
15	239
1	444
4	796
19	744
4	320
0	28
1	322
3	1409
5	9439
0	10729
7	9921
0	7005
4	725
0	6387
24	8719
0	5499
0	6700
1	234
2	4445
0	2482
0	1558
0	1890
0	139
0	121
0	17
0	0
12	40
0	170
0	105
0	135
0	288
0	151
0	135
0	179
0	1552
0	1701
1	94
0	142
3	272
0	207
4	1380
0	273
4	1025
0	1044
0	127
0	93
0	425
1	270
0	277
0	228
0	53
0	0
38	1932
0	268
0	178
0	131
0	43
0	66
0	175
0	64
0	95
0	32
0	46
0	60
0	17
0	31
0	34
0	100
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	5203
0	5100
2	2617
1	5035
0	4930
0	4993
0	4914
0	4856
0	984
2	4104
3	340
0	187
0	408
0	90
0	408
0	331
0	223
1	239
0	227
0	160
0	109
3	5211
0	1757
0	1905
0	1711
9	1383
0	132
72	1461
82	478
0	872
0	596
3	825
8	679
1	666
0	238
0	78
0	188
0	98
0	56
0	32
0	113
0	40
0	20
13	25
6	3200
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
37	2095
0	1955
0	1733
2	1497
14	1220
0	96
13	697
3	246
2	709
20	303
60	1
0	0
2737	2062
0	2053
1	1736
4	3
0	1
0	1
0	0
0	0
0	530
0	296
4	625
1	262
0	160
24	357
0	148
0	294
0	144
1	182
177	146
2	107
8	37
1	89
0	52
0	40
1	27
2	2651
0	1763
0	681
9	361
45	5837
197	8306
4	6466
10	6884
2	3500
0	1086
18	1532
121	95
4	199
1	173
1	43
0	6
0	10
0	187
1	7172
5	7744
0	7752
0	6905
0	6382
0	1441
0	6118
1	593
0	6688
0	2097
0	1316
0	2346
0	446
0	7606
0	709
0	2139
0	8005
0	1293
0	1388
0	7581
0	6648
2	6178
2	688
10	3116
42	384
16	551
4	1212
0	1993
0	1601
0	304
0	1454
33	796
9	798
4	320
24	5323
4	573
0	821
0	725
1	555
5	5322
0	197
0	823
0	793
2	526
4	2065
0	2073
0	2056
0	296
8	985
0	296
10	934
1	635
0	412
4	53
0	292
8	1014
1	395
4	916
2	12
1	0
0	357
7	278
0	247
2	102
1	287
0	192
0	406
0	1422
0	1928
0	1196
0	1111
0	1566
0	238
0	602
0	673
0	392
0	552
0	304
0	214
0	265
4	26
0	22
0	3
0	5
0	1
0	0
0	0
0	0
0	0
0	9
0	109
7	40
0	109
2	115
1	180
1	767
0	717
0	176
0	661
1	670
0	670
1	320
0	671
0	74
0	54
4	172
0	366
1	180
0	168
1	270
0	145
0	162
0	216
0	91
0	45
0	39
0	0
0	39
0	38
0	0
0	38
1	2
0	0
12	53
0	38
0	38
0	38
0	0
5	3
0	0
0	0
0	0
0	175
1	263
0	376
1	940
22	349
0	792
0	709
0	780
0	281
0	258
1	144
30	610
495	617
3447	3164
0	2270
0	2194
0	204
5	663
0	610
0	610
1	11
0	0
0	0
2	25
24	61
0	33
0	34
0	19
0	0
5	55
0	0
0	3
0	15
14	38
0	3
0	8
25	1260
0	350
0	313
1	314
1	1105
1	290
0	0
0	0
0	0
0	0
0	0
11	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	257
0	947
17	855
1	375
0	566
0	1168
1	1091
14	1130
0	119
2	457
0	914
0	91
0	429
1	346
0	202
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1098
0	1412
8	337
0	1117
0	953
0	955
0	1168
0	719
9	92
0	97
2	102
0	851
0	200
0	493
4	74
0	0
0	0
0	13
0	13
0	12
0	10
2	10
0	2
0	3
1	3
0	2227
9	2682
0	1667
1	1741
0	1764
0	1706
0	1286
0	538
3	569
0	526
0	405
61	5194
1	4759
4	4316
7	4813
0	2643
3	359
0	0
0	34
0	25
0	32
1	389
1	52
31	373
10	292
0	5
0	23
0	1393
2	1393
4	927
1	49
0	92
1	48
29	56
236	1430
2	347
8	1179
0	1154
0	1154
0	710
4	153
0	129
29	142
0	132
8	112
11	859
0	1
0	4
0	174
125	1508
0	1500
1949	17
0	0
0	0
0	0
0	0
762	230
0	218
0	422
8	426
1	953
1	915
0	171
0	198
0	135
0	129
0	116
1	45
3	24978
38	41152
1	45749
4	19707
9	40139
1	16969
0	25279
6	34843
4	5164
1	0
1	162
0	158
0	89
0	93
1	0
108	34
6	35
0	10
2	6101
0	6094
5	5521
0	6229
0	1888
0	401
0	997
0	1020
0	606
3	1
6	5
0	0
0	2
7	1
3	762
158	1150
0	183
0	262
0	310
0	310
0	12
2	11
0	13
0	0
0	4
0	13
0	13
0	2
0	2
0	336
0	362
0	351
0	58
0	379
5	33
0	26
7	253
1	238
2	247
0	36
2	10
0	34
0	0
0	0
0	0
0	2
17	435
0	1204
4	404
0	538
0	596
0	184
2	139
0	0
0	0
0	0
0	0
0	0
0	0
0	4
19	0
1	167
1	215
0	531
9	644
4	122
0	656
32	566
11	525
0	169
11	327
3	1278
0	1102
0	1467
0	1310
2	1349
0	1354
0	1277
2	1302
1	500
0	300
16	543
0	296
0	478
0	0
0	0
1	0
0	237
0	42
0	296
0	293
0	292
1	292
0	236
0	106
0	0
0	0
0	0
0	0
0	0
0	0
1	32
0	50
0	1336
0	116
0	1260
0	990
0	106
1	1264
0	107
1	659
2	1235
0	58
0	863
3	13
0	87
3	37
1	16
0	69
0	33
0	163
0	85
0	82
0	14
0	11
0	17
0	4
0	5
0	0
0	92
0	82
0	75
0	84
0	91
0	91
1	92
0	73
0	81
0	27
4	22
0	11
0	16
0	500
0	90
0	32
0	410
299	1391
0	972
8	780
6	49
0	2
39	47
0	11
0	0
0	0
0	0
0	0
0	0
0	3
2	49
8	50
0	1
2	15
1	1
0	3
0	16
2	13
33	178
0	8
0	1
3	46
0	81
0	142
3	39
0	95
7	387
2	387
0	0
0	4922
0	1999
0	4
0	6
0	4
0	3
0	3
2	2
3290	35
10	2628
243	2627
7	561
0	2314
1	471
0	355
0	271
0	11
9	656
4	360
0	72
0	2099
0	37
1	102
1	344
122	2094
2	33
0	14
6	1390
0	14
0	12
0	1379
0	191
0	106
0	107
0	192
1	53
0	133
0	26
0	18
2	33
1	1
0	27
402	79
11	21
0	178
53	506
2	234
6	178
0	376
0	8
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
1	189
1	2
12	202
1	12
0	349
1989	504
9	3905
106	3905
0	1722
0	2776
0	941
1	1767
0	453
11	65
2	64
0	0
0	11
0	0
0	0
0	0
0	2
426	675
4	147
1	111
0	244
2	140
23	2
2	0
0	0
0	0
0	10148
0	7816
4	1608
12	4236
1	9071
0	6728
9	7786
2	959
0	7286
0	8647
1	18
0	18
0	16
1532	1637
16	940
0	61
0	395
112	1147
5524	745
1	233
0	57
0	5
0	5
0	0
0	0
0	2
1	65
0	98
456	305
1	129
7	73
2450	74
2	32
7	0
454	450
2	408
0	1
0	104
9	105
0	0
7	14
0	22
0	0
0	0
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	0
3	41
0	0
0	0
0	0
0	0
0	0
1618	1998
0	366
1	1618
16902	181
0	311
1	362
0	207
1	1615
0	1813
1	1200
1	195
0	1647
5	257
1	58
0	1279
0	389
2	345
1	300
0	216
0	94
0	72
3	30
2	2
3	5
3	240
111	1074
0	868
63	25659
24	23140
3	22842
23	19336
0	20289
5	11224
21	2327
0	2001
0	0
0	0
0	0
0	0
0	552
40	603
8	609
7	548
0	548
1	402
5057	497
1	455
0	0
2078	45
794	428
23	274
1	48
0	0
0	0
0	0
0	0
15	2373
30	2423
1	2273
4	382
0	614
0	525
0	293
0	30
15	792
14	71
2	28
30	2388
0	328
3	1969
9	125
0	2138
10	2620
0	192
1	300
3	127
0	950
49	586
7	4
1	1168
3	549
0	74
0	232
0	26
1	7563
1	1308
1	2885
0	23142
0	24247
3	34642
1	1950
4	3452
4	4473
0	4282
0	4385
0	5681
0	24109
1	28282
2	5871
0	4398
0	33255
0	33238
2	17955
0	7897
0	63
5	11994
0	8093
6	20258
4	21752
0	394
0	462
0	774
15	430
0	889
0	780
0	152
0	924
0	817
0	438
2	603
0	516
11	220
0	380
1	88
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	186
0	179
0	73
0	86
0	49
0	1
0	1
2	1
0	1
0	1
0	0
0	0
17	6628
2	227
9	6831
14	2777
2	4974
0	7061
0	609
15	6658
0	6642
3	2037
10	6605
1	455
0	216
0	565
0	564
3	215
0	609
0	83
0	603
0	432
0	376
1	288
0	271
0	228
0	152
0	120
0	126
6	1583
0	1674
7	1327
0	1405
0	1620
0	1625
0	1423
0	1467
0	1323
17	324
5	252
0	62
3	496
2	486
0	463
5	200
1	12
0	72
0	683
0	693
0	338
0	340
0	309
0	307
1	47
0	58
0	70
0	269
0	23
0	25
0	95
0	33
0	22
0	5
0	1
0	0
0	0
0	6
0	0
0	0
15	34
0	0
0	1
0	1
0	1
0	2
0	39
0	39
0	0
0	0
0	0
2	3611
289	3699
20	303
0	567
3	2587
5	843
2	4
1	91
4	142
2	104
0	227
12	13
0	1082
0	744
0	402
0	2243
0	1849
1	2151
0	202
0	90
0	2008
0	2153
0	1618
1	233
0	55
0	72
0	216
0	176
0	280
1	63
8	344
0	144
0	126
1	173
0	369
3	687
0	32
0	686
15	4692
0	4418
0	2196
0	1252
0	793
0	31
0	409
11	372
9	410
0	170
0	138
0	258
0	98
0	62
0	43
0	11
0	27
0	373
0	370
0	66
0	66
0	7
4	64
1	78
0	11
0	13
2	31
0	20
0	23
4	41
1	3
8	7
0	0
0	0
2	4
0	64
3	491
0	48
0	493
30	2
0	58
2	22
1	22
1	96
41	6530
10	1965
0	1239
0	1986
0	6285
0	5171
0	404
2	246
0	898
0	582
19	581
6	584
5	585
0	158
0	153
0	131
0	96
0	95
2	92
0	3
0	0
0	0
0	4
0	17
0	16
1	15
1	17
0	8
0	3
0	1
9	4
0	1
0	4
0	1
0	2
0	1
243	1391
0	97
0	195
47	195
26	188
6	103
27	30
5	35
0	7
5	178
6	1009
0	266
9	140
1	87
0	63
0	65
0	1153
913	6811
0	2683
0	6137
2	6111
2	3065
15	291
733	298
3	19
0	0
0	0
0	0
0	0
0	0
0	0
0	189
35	934
0	128
0	921
0	0
0	0
0	0
0	2725
7	86
0	2720
0	199
0	0
0	0
317	53
0	9
0	10
1	9
446	266
1	262
1	227
1	169
2	93
0	10
0	1
8	5
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	288
0	1862
1	1798
1	26
2	75
1	97
0	289
0	293
0	289
0	162
0	233
0	164
0	1512
45	886
1	1187
18	564
8	1002
7	12
0	18
0	505
16	422
1	43
0	629
0	281
0	535
0	620
0	548
0	306
0	366
0	291
0	194
0	24
0	199
0	578
0	50
0	580
0	270
0	481
4	133
24	270
0	650
0	254
0	414
0	308
0	298
0	348
0	286
0	579
0	28
1	102
0	133
0	144
0	208
0	319
0	97
0	99
0	61
5	160
13	155
6	103
2	99
0	105
0	0
0	0
0	0
0	0
14	216
0	1123
6	101
0	37
14	1199
0	1605
0	1192
0	1617
0	1191
0	1503
0	55
0	282
0	11
7	189
1	37
0	89
4	65
1	12
2	125
1	36
0	4
0	120
0	121
0	122
0	103
0	5
0	105
0	1
0	0
0	0
2	825
0	959
0	821
22	6054
2	971
0	5948
72	5919
3	405
10	6089
0	6
19	325
9	32
0	266
0	634
11	1234
5	1104
26	274
0	575
0	567
0	22
38	138
1	184
16	695
0	115
0	0
0	0
0	0
0	0
0	17
0	18
0	18
0	16
0	14
0	9
0	15
0	16
0	15
0	15
0	15
0	4
0	0
13	32
0	0
7	7
0	1
0	2
0	2
0	1
0	0
1	0
1	6
0	1
0	0
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	13
0	4
0	9
0	6
0	4
0	1
0	3
0	0
2	0
39	296
0	288
0	246
1	1
0	5360
0	5360
0	5360
0	149
5	255
5	1915
1	1051
165	41
0	25
0	6
0	1
0	15
0	5
1	11
0	0
0	3
0	3
0	8
0	8
0	269
0	350
34	1137
0	1110
3	1155
28	1119
2	1150
1	378
0	321
2855	19
31	819
0	785
6	704
1	764
0	197
0	205
0	165
48	3859
0	3867
1	3703
2	468
0	3934
24	365
1091	5
2	2246
27	15915
3	6934
4	17740
2	18387
0	16924
0	1402
0	1368
0	6208
0	4862
4	4282
3	1686
16	822
3	300
1	44
1	29
0	12
0	1
0	28
0	92
0	154
0	64
0	778
0	5
0	5
0	8
0	2
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	918
0	789
5	105
0	107
0	1
0	98
0	96
0	271
0	7052
7	7064
87	7150
5	657
43	188
55	619
8	589
2	14
2	43
0	75
3	19
0	50
0	54
3	269
0	65
0	19
53	488866
0	183193
0	109876
66	75271
0	1283
0	80
0	1150
0	241
0	882
0	209
3	302
0	1160
0	1264
8	31
0	31
3183	766
13	735
0	317
0	0
0	0
4	1999
2	563
1	1586
1	425
0	395
3	1699
8	779
1	872
6	73
598	4916
24	61
0	1
5	4855
7	299
0	639
9	3237
1	209
14	174
1	92
4	130
0	125
4	40
0	34
13	9
1	16
1	69
6	14
19	12069
23	4514
2680	14116
2	10222
1	5949
1	75
9	440
0	686
1	665
1	971
0	1296
0	1282
0	1797
1	1901
0	941
3	889
3	1182
10	1193
7	1023
1	51
0	2705
24	2872
1	2155
1	2333
383	231
1	3071
0	1850
0	696
0	2740
0	2965
0	1446
2	2118
3	39
0	40
2	1423
0	1368
2	316
0	405
0	356
0	203
0	266
0	203
0	245
0	243
0	95
0	127
0	86
0	82
6	1101
8	1057
0	910
0	877
0	53
14	273
1	85
0	113
0	124
0	859
0	997
0	1043
0	977
0	755
0	1039
0	832
0	876
0	942
0	873
0	864
0	628
0	945
0	947
0	817
0	570
0	543
0	438
0	565
0	441
0	260
0	189
0	228
0	185
1	172
0	183
0	73
0	80
1	93
0	16
5	75
0	8
0	51
0	10
0	58
0	66
0	14
0	45
0	45
0	38
3	26
0	7
0	16
0	15
0	1
1	11
0	14
0	7
0	3
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	510
0	391
8	345
2	318
0	372
0	39
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	16
0	0
1	0
1	5986
17	6178
0	532
0	248
0	699
0	19
0	6222
0	6169
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	226
47	227
1	131
7	919
1871	1018
0	62
3	119
71	1326
0	1329
6	156
0	18
0	55
0	38
0	958
0	48
1	86
0	119
0	68
0	99
0	82
0	0
0	170
1	1899
0	191
0	1669
0	2487
0	2419
0	244
0	2425
0	361
3	2370
2	368
6	2467
0	2443
0	324
1	65
3	293
2	80
0	284
0	0
17	198
0	0
0	0
0	80
0	0
0	0
0	80
0	0
0	0
0	0
23	56
0	0
0	0
0	0
0	0
0	7
1	32
0	6
0	0
0	32
0	1
0	1
0	1
0	1
1	201
16	1085
4	317
5	135
3	916
0	53
0	964
2	311
4	983
0	412
3	3
1030	1957
0	278
55	1968
0	0
0	3
0	3
0	2
0	2
1	2
0	43
11	91
0	0
46	1
0	1284
0	217
2	1079
0	35
0	271
0	4
0	465
0	282
0	13
1	0
0	1300
0	1024
8	2450
2	334
74	515
3	2467
2	390
3	17
24	326
0	239
0	29
3	59
3	45
0	22
62	187
0	109
1	60
0	75
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	17
0	0
662	2229
0	2024
1	1733
1	1430
0	1697
1	1468
2	148
0	51
0	813
0	543
1	412
8	359
0	248
0	280
1	140
2	135
0	64
0	82
0	30
0	73
0	21
1	1
0	83
1	68
0	1
0	1
0	15
2	27
0	27
0	13
0	13
1	2501
4	2912
190	5084
2	4372
0	1352
4	1633
0	1274
2	1182
0	28
0	23
2	36
39	302
1	773
0	850
6	754
18	44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1933
0	1336
0	34166
0	65
2	126
0	516
0	646
0	16
0	841
0	1304
0	270
0	839
0	1091
0	32525
3	3163
0	1846
10	28491
0	1992
0	2525
0	28350
0	2618
4	754
12	23378
0	3327
0	1105
0	1721
0	1977
0	34166
0	6
0	0
0	0
0	0
0	0
1	0
0	0
0	304
0	39
2	40
0	40
1	48
26	3890
66	3892
5	41
1	833
0	787
4	588
1	456
0	270
0	1
0	1561
0	125
0	1515
0	1568
4	250
0	1539
3	1523
0	1377
1	449
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
8	1550
3	8
1	244
1	62
3	1316
0	24
6	178
0	227
7	132
0	119
82	315
16	1269
21	1269
20	348
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	124
0	0
0	0
0	124
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1337
8	360
1	325
0	116
2	202
19	750
1	115
0	659
0	625
0	613
0	1
0	617
1	478
12	15
0	360
0	0
21	0
8	87
0	4
9	169
0	222
0	207
0	24
12	79
0	74
4	0
3	52
0	26
1	45
21	17
0	7
0	5
3	127
0	0
0	2419
2267	2808
0	2585
0	2184
23	382
0	315
1	1701
7	323
0	1
8	403
0	341
8	68
1	371
2	225
0	56
0	104
0	116
0	115
9	315
0	230
0	296
5	172
0	16
2	36
0	143
0	139
1	37
0	113
0	129
3	108
0	0
2	50
0	0
0	0
0	0
1	0
0	0
0	0
0	172
6	22
0	0
0	11
0	174
0	48
0	569
0	217
100	2767
14	2818
3	2583
5	1675
0	169
4	2651
1	11
0	250
1	290
16	856
0	307
0	504
8	457
2	190
0	9
0	9
53	203
1	9
0	0
0	0
0	0
0	0
19	1220
0	58
0	157
24	1220
0	5
0	4
0	132
0	929
5	137
27	824
28	723
0	187
1	56
0	172
0	86
0	0
0	0
0	0
8	11
0	0
0	0
0	2464
2	2482
0	2011
0	316
0	159
2	108
0	229
0	336
0	452
0	9
5	2788
0	115
23	773
0	64
0	790
0	48
45	195
0	565
2	43
47	189
0	497
0	190
0	198
0	539
1	176
1	10
0	0
0	0
0	0
0	8
0	243
10	323
1	227
0	277
0	274
0	86
0	31
8	42
0	1
0	121
0	0
0	0
219	1023
0	881
1	920
0	871
0	866
0	617
9	437
0	342
2	460
0	311
0	298
0	210
0	247
0	223
0	156
1	210
0	118
0	95
0	41
0	98
1	85
0	249
17	214
37	214
0	0
0	684
0	845
31	845
7	516
0	574
4	135
1	46
12	3
0	729
14	27
3	1200
0	19
0	24
149	1078
0	97
1	3
1	262
0	78
0	0
0	0
0	0
0	0
1834	185
0	63
9	2
0	1
0	0
0	1
0	1
0	0
0	0
5	827
0	906
0	789
8	776
0	66
0	33
2	16
1	25
824	9
0	0
0	0
0	0
0	2
0	106
0	106
0	0
0	0
5	26
0	20
0	10
0	44
1	342
0	20
0	352
1	350
0	18
0	344
1	145
0	34
0	6
0	29
0	24
0	25
1	26
1	2
0	28
1	20
1	5
0	32
0	29
1	314
0	26
11	258
2	259
25	232
0	9
0	5
0	5
0	0
0	272
4	954
0	247
70	916
0	249
1543	154
2	65
1	78
0	0
0	0
0	0
4	26
